key,angle_degrees,psnr,ssim,model_inference_ms
000805,0,37.867563837205225,0.945363799036026,33.740800001396565
000807,0,34.61850736314774,0.9165390856907367,42.110499998671
000809,0,31.69763105666245,0.924876689437747,35.151399999449495
000816,0,29.747217393388627,0.7413194376708903,30.772800000704592
000820,0,21.462623585466254,0.694918694768988,35.23719999793684
000828,0,32.371454760949334,0.8363465766384359,37.10100000171224
000830,0,32.96907143356141,0.7967076022181511,35.20099999877857
000836,0,26.650240134163777,0.812852108528614,35.122199999022996
000838,0,29.048271776633165,0.8615443714993,33.92109999913373
000840,0,27.259589337119742,0.8517564505335822,33.62919999926817
000844,0,25.64347719799418,0.659752976798933,30.625299998064293
000851,0,31.240744317662067,0.8210935405373573,32.550200001423946
000861,0,25.522122182219572,0.696596377555768,43.23369999838178
000862,0,26.853718274688497,0.7387448163593077,33.73500000088825
000867,0,23.024828219834177,0.3349194259000008,35.65510000044014
000886,0,29.91394648107289,0.8919466988779977,36.28309999839985
000893,0,29.39027277462578,0.8292828449103254,30.726900000445312
000908,0,27.697235486404956,0.8276682876683473,33.47869999925024
000915,0,23.596708502509504,0.7792943917197586,30.18030000021099
000926,0,30.15344586292487,0.6689048360183015,32.05110000271816
000930,0,26.69506961189702,0.7523196293500829,38.38040000118781
000938,0,33.0153018631869,0.8025548638967127,35.24779999861494
000948,0,27.329469980035626,0.8220033767124246,33.83930000200053
000949,0,34.41582875557383,0.914154658751607,35.456599998724414
000961,0,33.11683494968403,0.7534000975441932,37.45519999938551
000962,0,31.29456319676287,0.709162246677637,31.786799998371862
000966,0,30.983330280580226,0.9036221481946707,34.682199999224395
000978,0,35.0559691287036,0.9776630719647408,34.60389999963809
000984,0,10.569885382984722,0.28465714395454655,35.509699999238364
000986,0,27.271780990599304,0.8178004617337565,37.10219999993569
000987,0,27.999803665776696,0.8501964460574016,36.44920000078855
000995,0,32.437480322539656,0.686676665579319,33.62639999977546
000998,0,30.05098110712664,0.8674644385927915,30.230200001824414
001007,0,33.52677329875422,0.8706606588726044,35.2811999982805
